Protest Name,Country Name,Date,Locality Name,School Name,Description of Protest,Primary Source,Additional Sources,LAT,LONG,Geographic Context (F1),Protest Location (F2),Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),unique-key
Egypt-September-2011,Egypt,19-Sep-11,,Nasr City,Thousands of teachers march to demand higher salaries and better working conditions.,http://english.ahram.org.eg/NewsContent/1/64/22374/Egypt/Politics-/Teachers-strike-reaches-unprecedented-heights-in-m.aspx,,26.820553,30.802498,Nationwide,Public Space,"Protest or demonstration,Strike OR Boycott",Teachers or Academic Staff,"School staff working conditions (salaries, security),Other",Federal government,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",Egypt-60
Egypt-March-2014,Egypt,19-Mar-14,Damanhour,"Al-Azhar University,Cairo University",Member of the Muslim Brotherhood protest the mass arrest of fellow Islamists and in solidarity with President Morsi. Some universities held solidarity protests for the relate of jailed Islamist student protestors.,https://www.madamasr.com/en/2014/03/19/news/u/police-forcefully-disperse-mb-protests-in-beheira/,,30.8480986,30.3435506,Major Urban Area,Public Space,Protest or demonstration,Students,Solidarity protest,"Local government,Federal government","Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",Egypt-57
Egypt-March-2011,Egypt,21-Mar-11,Cairo,Cairo University,"Students in the Faculty of Mass Communications at Cairo University staged a protest to demand the resignation of the dean, who was a supporter of former president Mubarak. The protest escalated from a demonstration, to a sit-in, then hunger strike after student protesters were met with violence and threats.",https://afteegypt.org/breaking_news-2/2013/09/22/5122-afteegypt.html?lang=en,https://www.nytimes.com/2011/04/08/world/middleeast/08egypt.html,26.820553,30.802498,Capital City,College or University,Protest or demonstration,"Students,Teachers or Academic Staff",Other,"School authority, Federal government",,Egypt-4
Egypt-September-2014,Egypt,1-Sep-14,Cairo,Cairo University,Students protest the administration's ban on political activity.,http://english.ahram.org.eg/NewsContent/1/64/110806/Egypt/Politics-/Three-political-groups-frozen-at-Cairo-University.aspx,,30.0227646,31.2073201,Capital City,College or University,Protest or demonstration,Students,,,"Non-lethal violence (e.g., tear gas, rubber bullets),Death occurred,Arrest or detention",Egypt-41
Egypt-May-2014,Egypt,20-May-14,Cairo,Cairo University,Students clash with the police. One student was killed.,https://www.madamasr.com/en/2014/05/20/news/u/student-killed-in-ongoing-clashes-at-cairo-university/,,30.0227646,31.2073201,Capital City,College or University,Protest or demonstration,Students,,Local government,"Non-lethal violence (e.g., tear gas, rubber bullets)",Egypt-51
Egypt-March-2014,Egypt,31-Mar-14,Cairo,Al-Azhar University,Students set fire to cars to protest the death of two students.,http://english.ahram.org.eg/NewsContent/1/64/97967/Egypt/Politics-/AlAzhar-students-set-fire-to-cars-to-protest-death.aspx,,30.0576399,31.3151336,Capital City,College or University,Protest or demonstration,Students,Solidarity protest,,,Egypt-55
Egypt-December-2017,Egypt,19-Dec-17,Cairo,Ministry of Education,High School students protest a new grading policy that attributes 10% of their grades to attendance and behavior.,https://www.madamasr.com/en/2015/10/11/news/u/high-school-students-protest-new-grading-policy/,,30.0444196,31.2357116,Capital City,Public Space,Protest or demonstration,Students,Other,Federal government,,Egypt-22
Egypt-May-2014,Egypt,19-May-14,Cairo,Ain Shams University,Students are injured after a handmade bomb is thrown at a student protest.,http://english.ahram.org.eg/NewsContent/1/64/100459/Egypt/Politics-/Student-demonstrations-continue-at-AUC.aspx,,30.0765617,31.284549,Capital City,College or University,Protest or demonstration,Students,,,"Non-lethal violence (e.g., tear gas, rubber bullets)",Egypt-62
Egypt-May-2014,Egypt,13-May-14,Cairo,Ain Shams University,Student supporters protest president Morsi's deposition.,http://english.ahram.org.eg/News/101177.aspx,,30.0765617,31.284549,Capital City,College or University,Protest or demonstration,Students,Solidarity protest,Federal government,,Egypt-24
Egypt-June-2016,Egypt,27-Jun-16,Cairo,Ministry of Education Building,Students protest the postponement of the thanaweya amma examinations after the papers were leaked online.,https://www.madamasr.com/en/2016/06/27/news/u/students-across-egypt-protest-postponement-of-thanaweya-amma-exams/,https://www.madamasr.com/en/2016/06/30/feature/society/students-slam-officials-for-burying-their-heads-in-the-sand-over-exam-crisis/,30.0444196,31.2357116,Capital City,Government Property,Protest or demonstration,Students,Other,,,Egypt-6
Egypt-November-2016,Egypt,8-Nov-16,Cairo,American University in Cairo,"Students protest the increase in school fees after the announcement of currency flotation by the Egyptian government, which caused a 30% increase in their tuition.",http://whatwomenwant-mag.com/2016/11/08/video-auc-students-strike-against-tuition-increase-following-egyptian-pound-floatation/,,30.018923,31.499674,Capital City,College or University,Protest or demonstration,Students,"School fees,Government policy",School authority,,Egypt-2
Egypt-April-2016,Egypt,27-Apr-16,Cairo,American University in Cairo,Students protest the imprisonment of their fellow students after participating in a street protest.,https://www.madamasr.com/en/2014/04/30/news/u/american-university-students-protest-classmates-5-year-sentences/,,30.018923,31.499674,Capital City,College or University,Protest or demonstration,Students,,,,Egypt-5
Egypt-March-2012,Egypt,13-Mar-12,Cairo,German University in Cairo,Students stage a sit-in to demand freedom of expression and organization.,http://english.ahram.org.eg/NewsContent/1/64/36691/Egypt/Politics-/German-University-students-battle-administration-o.aspx,,29.9866381,31.4414218,Capital City,College or University,Protest or demonstration,Students,"School quality (food, water, electricity)",School authority,,Egypt-50
Egypt-November-2013,Egypt,10-Nov-13,Cairo,Al-Azhar University,Pro-Morsi Student group 'Students Against the Coup' protest police intimidation and attacks of student expression.,http://english.ahram.org.eg/NewsContent/1/64/86044/Egypt/Politics-/ProMorsi-students-to-protest-police-intimidation.aspx,,30.0576399,31.3151336,Capital City,College or University,Protest or demonstration,Students,"School quality (food, water, electricity),Solidarity protest","School authority,Local government",,Egypt-54
Egypt-September-2012,Egypt,25-Sep-12,Cairo,American University in Cairo,Students go on strike to protest the,http://english.ahram.org.eg/NewsContent/1/64/54481/Egypt/Politics-/AUCs-bitter-strike-ends-as-agreement-is-reached.aspx,,30.018923,31.499674,Capital City,College or University,"Protest or demonstration,Strike OR Boycott",Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets)",Egypt-28
Egypt-September-2012,Egypt,23-Sep-12,Cairo,American University in Cairo,Students protest the increase in tuition fees.,http://english.ahram.org.eg/NewsContent/1/64/53615/Egypt/Politics-/Egypts-AUC-suspends-classes-amid-ongoing-students-.aspx,,30.018923,31.499674,Capital City,College or University,"Protest or demonstration,Strike OR Boycott",Students,School fees,School authority,"Non-lethal violence (e.g., tear gas, rubber bullets),Arrest or detention",Egypt-30
Egypt-April-2014,Egypt,9-Apr-14,Cairo,"Cairo,Al-Azhar and Ain Shams universities",Students clash with the police. ,https://www.madamasr.com/en/2014/04/09/news/u/tear-gas-in-azhar-ain-shams-universities-and-qasr-al-aini-hospital/,,30.0742058,31.2937349,Capital City,"College or University,Public Space",Protest or demonstration,Students,,,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred",Egypt-56
Egypt-March-2012,Egypt,23-Mar-12,Cairo,Cairo University,Students staged a sit-in after the Ministry of Education held student union elections without the involvement of the student body. They were then attacked by 'hired thugs'.,http://english.ahram.org.eg/NewsContent/1/64/37482/Egypt/Politics-/Hired-thugs-attack-Cairo-University-student-sitin.aspx,,30.0227646,31.2073201,Capital City,College or University,Protest or demonstration,Students,Government policy,Federal government,,Egypt-43
Egypt-July-2017,Egypt,19-Jul-17,Cairo,American University in Cairo,Cleaners protest the non-renewal of their contracts after the University decides to contract cleaning companies.,https://www.madamasr.com/en/2017/07/19/news/u/auc-cleaners-strike-against-nonrenewal-of-contracts/,,30.018923,31.499674,Capital City,,Protest or demonstration,Non-academic staff,Other,School authority,,Egypt-20
Egypt-March-2014,Egypt,20-Mar-14,Cairo,Cairo University,Students in the faculty of engineering protest violence and unrest on campus and demand the release of an arrested colleague.,https://www.madamasr.com/en/2014/03/20/news/u/cairo-university-students-strike-over-ongoing-campus-violence/,,30.0227646,31.2073201,Capital City,College or University,Protest or demonstration,Students,"Solidarity protest,Other","School authority,Local government","Non-lethal violence (e.g., tear gas, rubber bullets)",Egypt-13
Egypt-September-2015,Egypt,9-Sep-15,Cairo,Ministry of Education Building,Secondary school students protest the 'unfair' system that assigns students to public universities.,http://english.ahram.org.eg/News/140094.aspx,,30.0444196,31.2357116,Capital City,Government Property,Protest or demonstration,Students,Government policy,Federal government,"Non-lethal violence (e.g., tear gas, rubber bullets),Injury occurred",Egypt-11
Egypt-April-2013,Egypt,14-Apr-13,Cairo,Ain Shams University,Students protest attacks on students on campus.,http://english.ahram.org.eg/NewsContent/1/0/69206/Egypt/0/Egypts-Ain-Shams-students-on-campus-protest-attack.aspx,,30.0765617,31.284549,Capital City,College or University,Protest or demonstration,Students,"School quality (food, water, electricity)",School authority,,Egypt-45
Egypt-April-2013,Egypt,4-Apr-13,Cairo,Al-Azhar University,Students protest against school conditions after a massive food poisoning incident affected up to 500 students.,http://english.ahram.org.eg/NewsAFCON/2017/68243.aspx,,30.0576399,31.3151336,Capital City,College or University,Protest or demonstration,Students,"School quality (food, water, electricity)",School authority,,Egypt-33
Egypt-November-2013,Egypt,24-Nov-13,Cairo,Cairo University,Students demonstrate to commemorate 100 days since the death of pro-Morsi students.,http://english.ahram.org.eg/NewsContent/1/0/87355/Egypt/0/ProMorsi-students-protest-on-Rabaa-anniversary.aspx,,30.0227646,31.2073201,Capital City,College or University,Protest or demonstration,Students,Solidarity protest,Federal government,,Egypt-32
Egypt-April-2014,Egypt,30-Apr-14,Cairo,British University in Egypt,Students protest the arrest of fellow members of the revolutionary movement,http://english.ahram.org.eg/NewsContent/1/64/100187/Egypt/Politics-/Students-protest-at-British-University-in-Egypt-ov.aspx,,30.1177753,31.605976,Capital City,College or University,Protest or demonstration,Students,Solidarity protest,Local government,"Non-lethal violence (e.g., tear gas, rubber bullets)",Egypt-10
Egypt-March-2014,Egypt,9-Mar-14,Cairo,Cairo University,"The Students Against the Coup Movement, a pro-Morsi student group protested the removal of the former president. This protest spread into the university from other universities in the area.",https://www.madamasr.com/en/2014/03/09/news/u/update-police-arrest-four-students-for-violence-outside-cairo-university/,,30.0227646,31.2073201,Capital City,College or University,Protest or demonstration,Students,Solidarity protest,Federal government,,Egypt-14
Egypt-April-2011,Egypt,11-Apr-11,Cairo,American University in Cairo,"Students protest the presence of former State Security employee and a member of the former ruling National Democratic Party in the university’s administration, arguing that it might compromise their freedom of expression.",http://english.ahram.org.eg/NewsContent/1/0/9799/Egypt/0/AUC-students-protest-against-State-Security-presen.aspx,,30.018923,31.499674,Capital City,College or University,Protest or demonstration,Students,Accreditation or other school policies,School authority,,Egypt-31
Egypt-March-2011,Egypt,27-Mar-11,Cairo,Ain Shams University,Students protest the imprisonment of a fellow student who was arrested during the revolution.,http://english.ahram.org.eg/NewsContent/1/64/8732/Egypt/Politics-/Ain-Shams-students-protest-imprisonment-of-Amr-Eis.aspx,,30.0765617,31.284549,Capital City,College or University,Protest or demonstration,Students,Solidarity protest,,,Egypt-47
Egypt-September-2011,Egypt,11-Sep-11,Cairo,American University in Cairo,"Students, lecturers, and Bus drivers protest a hike in tuition and poor pay respectively.",http://english.ahram.org.eg/NewsContent/1/64/20922/Egypt/Politics-/Students-and-workers-on-strike-at-American-Univers.aspx,"http://english.ahram.org.eg/NewsContent/1/0/87337/Egypt/0/Defying-administration-ban,-AlAzhar-students-prote.aspx",30.018923,31.499674,Capital City,College or University,Strike OR Boycott,Students,School fees,School authority,,Egypt-37
Egypt-March-2015,Egypt,17-Mar-15,Cairo,German University in Cairo (GUC),Students protest the death of a student who was hit by a university bus.,http://english.ahram.org.eg/NewsContent/1/0/125461/Egypt/German-University-in-Cairo-students-suspend-strike.aspx,http://english.ahram.org.eg/NewsContent/1/64/124920/Egypt/Politics-/German-Univ-in-Cairo-suspends-classes-as-students-.aspx,29.9866381,31.4414218,Capital City,College or University,Strike OR Boycott,Students,Solidarity protest,School authority,,Egypt-34
