Protest Name,Country Name,Date,Locality Name,Geographic Context (F1),School Name,Protest Location (F2),Description of Protest,Primary Source,Additional Sources,Event Type (F3),Actors Involved (F4),Causes (F5),Targets (F6),Characteristics (F7),LAT,LONG
Kenya-January-2017,Kenya,"January 20, 2017",,Nationwide,Kenya University,College or University,"Lecturers at Kenya’s public universities, under the University Academic Staff Union (UASU) and the Kenya University Staff Union (KASU) strike to demand higher pay",https://af.reuters.com/article/topNews/idAFKBN1540OO,,"Protest,Strike / boycott",Teachers / staff,"Staff working conditions,Other",Federal government,,-1.1766989,36.9364858
Kenya-September-2015,Kenya,"September 6, 2015",,Nationwide,Kenya National Union of Teachers,Public Space,"Teachers nationwide embark on strike, and demonstrations to demand 50-60 pay raise they were promised",https://www.nation.co.ke/news/Striking-teachers-take-to-streets-in-salary-row/1056-2861942-fu794i/index.html,,"Protest,Strike / boycott",Teachers / staff,"Staff working conditions,Other",Federal government,,-0.023559,37.906193
Kenya-November-2017,Kenya,"November 1, 2017",,Nationwide,University Academic Staff Union,College or University,"Lecturers strike to demand higher pay, following a nurses' strike",http://sunnewsonline.com/kenyas-lecturers-strike-over-unfulfilled-pay-deal/,,Strike / boycott,Teachers / staff,"Staff working conditions,Other",Federal government,"Non-lethal violence,Arrest / detention",-0.023559,37.906193
Kenya-February-2016,Kenya,"February 8, 2016",Tharaka Nithi,Nationwide,Chuka University,College or University,Students riot in protest of the student council elections,http://barakafm.org/2016/02/08/chuka-university-closed-indefinitely-following-students-unrest/,,Riot,Students,Other,School authority,"Death occurred,Injury occurred",-0.3194759,37.6574974
Kenya-January-2018,Kenya,"January 20, 2018",Nairobi,Capital City,Kenyatta University,College or University,Students riot in retaliation of lecturers' strike,https://hivisasa.com/posts/lecturers-strike-blamed-for-student-unrest,,Riot,Students,Other,,Non-lethal violence,-1.181056,36.9272342
Kenya-October-2011,Kenya,"October 14, 2011",Nairobi,Capital City,Kenya Polytechnic,"College or University,Public Space","Students organized a demonstration, to protest the school administration's alleged rigging of the students' elections",https://allafrica.com/stories/201110160112.html,,Protest,Students,Other,Federal government,"Non-lethal violence,Injury occurred",-1.2935356,36.8148395
Kenya-January-2018,Kenya,"January 22, 2018",Nairobi,Capital City,Jamhuri High School,College or University,Disagreements between christian and muslim students in the school caused unrest,https://ntv.nation.co.ke/news/national/2725528-4277328-24ahwkz/index.html,https://youtu.be/nhgIuXF_168,Riot,Students,Religious issues,,Non-lethal violence,-1.27335,36.82297
Kenya-April-2018,Kenya,"April 11, 2018",Nairobi,Capital City,Daystar University,College or University,"Students staged a protest against the university senate, to demand publication of an audit report",https://www.the-star.co.ke/news/2018/04/12/daystar-university-closed-indefinitely-over-student-unrest_c1742679,,Protest,Students,Other,School authority,Non-lethal violence,-1.2973303,36.8023142
Kenya-April-2018,Kenya,"April 16, 2018",Nairobi,Capital City,University of Nairobi,College or University,"Students demonstrate against the election of student union leaders, claiming they were imposed by the administration",http://www.theeastafrican.co.ke/news/University-of-Nairobi-students-riot-over-polls/2558-4394868-9wpk19/index.html,,Protest,Students,Accreditation / school policies,School authority,Non-lethal violence,-1.2803586,36.8162641
Kenya-March-2009,Kenya,"March 10, 2009",Nairobi,Capital City,University of Nairobi and Kenya Polytechnic,Public Space,"Students protest alleged police killings, urging the chief of police to resign",https://www.reuters.com/article/ozatp-kenya-riots-idAFJOE5290JX20090310,,Protest,Students,Solidarity protest,Local government,"Non-lethal violence,Death occurred,Injury occurred",-1.2917243,36.8245344
Kenya-October-2017,Kenya,"October 3, 2017",Nairobi,Capital City,University of Nairobi,Secondary School,Students protest against the arrest of an opposition lawmaker,https://www.aa.com.tr/en/africa/kenyan-university-closed-indefinitely-after-riots/925779,,Protest,Students,Solidarity protest,,Non-lethal violence,-1.2803586,36.8162641
Kenya-April-2016,Kenya,"April 4, 2016",Nairobi,Capital City,University of Nairobi,College or University,Students protested the re-election of Babu Owino as their union leader. It was organized by the losing candidate,https://www.nation.co.ke/news/University-of-Nairobi-closed/1056-3146946-10bb6p2z/index.html,,Protest,Students,Other,,,-1.2803586,36.8162641
Kenya-June-2018,Kenya,"June 4, 2018",Nairobi,Capital City,Moi Girls' School,Secondary School,Parents protest incidences of rape and abuse on students,https://www.nation.co.ke/video/news/4146788-4595366-equx83z/index.html,,Protest,Parents / Guardians,Other,School authority,Injury occurred,0,0
Kenya-January-2018,Kenya,"January 24, 2018",Nairobi,Capital City,Jamhuri High School,Secondary School,Students broke out into a riot after a few days of tension between the student body and school administration. The actual cause of the riot is not known,https://businesstoday.co.ke/jamhuri-high-closed-student-unrest/,,Riot,Students,,,,-1.27335,36.82297
Kenya-November-2017,Kenya,"November 16, 2017",Nairobi,Capital City,Daystar University,College or University,"Students boycott classes and stage demonstration to protest poor school conditions, and a tuition increase",https://www.businessdailyafrica.com/news/Daystar-University-reopen-next-week-student-boycott/539546-4199322-1h2ux8z/index.html,http://www.pulselive.co.ke/news/local/daystar-students-boycott-classes-in-rare-protest-photos-id7607550.html,"Protest,Strike / boycott",Students,"School fees,School quality",School authority,,-1.4394398,37.0484424
Lesotho-August-2018,Lesotho,"August 2, 2018",,Nationwide,Maseru,Public Space,"The  Lesotho Teacher’s Association (LAT), Lesotho Teachers Trade Union (LTTU) and Lesotho Schools Principals Association (LeSPA) embark on a strike to demand that the government increase wages and improve working conditions",http://sundayexpress.co.ls/teachers-union-distances-itself-from-strike/,,Strike / boycott,Teachers / staff,Staff working conditions,Federal government,,-29.609988,28.233608
Lesotho-September-2017,Lesotho,"September 3, 2017",Roma,Nationwide,National University of Lesotho (NUL),College or University,Students protest non-payment of allowances,https://www.thepost.co.ls/local-news/university-suspends-lectures/,,Protest,Students,School quality,School authority,Death occurred,-29.451286,27.7206302
Lesotho-October-2010,Lesotho,"October 25, 2010",Roma,Nationwide,National University of Lesotho,College or University,Students protest non-payment of allowances,http://sundayexpress.co.ls/student-dies-in-nul-demo/,,Protest,Students,School quality,School authority,,-29.451286,27.7206302
Lesotho-August-2018,Lesotho,"August 21, 2018",Roma,Nationwide,National University of Lesotho,College or University,Students go on rampage on the university's campus,http://www.nul.ls/press-release-official-statement-issued-by-nul-senior-management-team-regarding-students-protest/,,"Property damage,Road block / occupation",Students,,,,-29.451286,27.7206302
Lesotho-August-2018,Lesotho,"August 27, 2018",Roma,Nationwide,National University of Lesotho,College or University,Student unrest in protest of the delayed disbursement of student allowances causes the suspension of a student leader,http://sundayexpress.co.ls/nul-student-leader-faces-suspension/,,Riot,Students,Other,School authority,Death occurred,-29.451286,27.7206302
Lesotho-October-2009,Lesotho,"October 25, 2009",Roma,Nationwide,National University of Lesotho,College or University,Students protest non payment of allowances,http://sundayexpress.co.ls/police-killed-nul-student/,,Protest,Students,School quality,School authority,"Non-lethal violence,Injury occurred",-29.451286,27.7206302
Lesotho-October-2009,Lesotho,"October 22, 2009",Roma,Nationwide,National University of Lesotho,College or University,Students protest to demand payment of allowances,https://www.ifex.org/lesotho/2009/10/28/khanyela_injured/,,"Protest,Road block / occupation",Students,School quality,School authority,,-29.451286,27.7206302
Lesotho-March-2017,Lesotho,"March 7, 2017",Roma,Nationwide,National University of Lesotho,College or University,Students protest the government's decision to not pay the full tuition fees of students,http://sundayexpress.co.ls/nul-students-mull-strike/,,Protest,Students,Government policy,Federal government,,-29.451286,27.7206302
Lesotho-April-2013,Lesotho,"April 13, 2013",Roma,Nationwide,National University of Lesotho,College or University,"Students attack a student leader for not leading a demonstration, and 'betraying the cause'",http://sundayexpress.co.ls/nul-students-leader-attacked/,,Protest,Students,Other,,,-29.451286,27.7206302
Lesotho-February-2010,Lesotho,"February 13, 2010",Maseru,Capital City,Lesotho Agricultural College,,Lesotho National Union of Student held a protest in solidarity with a student who was killed by security operatives. There was a low turnout,http://sundayexpress.co.ls/student-march-flops/,,Protest,Students,Solidarity protest,,,-29.315077,27.4869229
Lesotho-January-2018,Lesotho,"January 26, 2018",Maseru,Capital City,National Health Training College (NHTC),College or University,Students protest insecurity on campus,https://www.thepost.co.ls/local-news/police-foil-students-protest/,,"Protest,Road block / occupation",Students,School quality,School authority,Arrest / detention,-29.338554,27.5254834
Lesotho-February-2015,Lesotho,"February 22, 2015",Maseru,Capital City,Lerotholi polytechnic,,Students protest the late issuance of National Manpower Development Secretariat (NMDS) allowances to some of the students.,http://sundayexpress.co.ls/students-score-own-goal-with-vandalism/,,Protest,Students,School quality,School authority,,-29.306533,27.4854977
Lesotho-April-2010,Lesotho,"April 17, 2010",Maseru,Capital City,Limkokwing University of Creative Technology,College or University,Students protest 'poor management and lack of basic services',http://sundayexpress.co.ls/limkokwing-students-strike/,,Protest,Students,School quality,School authority,,-29.305703,27.4870451
Lesotho-August-2018,Lesotho,"August 24, 2018",Maseru,Capital City,National Health Training College (NHTC),College or University,Student protest a 136% increase in school fees,https://www.thepost.co.ls/news/nhtc-shut-down-after-protests/,,Protest,Students,School fees,School authority,,-29.338554,27.5254834
Lesotho-February-2015,Lesotho,"February 22, 2015",Maseru,Capital City,Lesotho College of Education,College or University,Students protest the non provision of allowances,http://sundayexpress.co.ls/student-teachers-resume-strike/,,"Protest,Road block / occupation",Students,Other,School authority,,-29.32362,27.5033982
Lesotho-April-2017,Lesotho,"April 4, 2017",Maseru,Capital City,National University of Lesothi & Lesotho College of Education,Public Space,Students plan to protest if their tuition fees are not paid by the government,http://sundayexpress.co.ls/nul-students-govt-in-fees-standoff/,,Protest,Students,School fees,Federal government,Non-lethal violence,-29.32362,27.5033982
Lesotho-November-2010,Lesotho,"November 18, 2010",Maseru,Capital City,Limkokwing University of Creative Technology,College or University,Students protest the expulsion of a student leader,http://sundayexpress.co.ls/limkokwing-expels-student-leader/,,Protest,Students,Solidarity protest,School authority,Non-lethal violence,-29.305703,27.4870451
Lesotho-September-2016,Lesotho,"September 5, 2016",Maseru,Capital City,National University of Lesotho,College or University,Students protest the late payment of allowances,http://sundayexpress.co.ls/nul-lectures-to-resume/,,Protest,Students,School quality,School authority,,-29.451286,27.7206302
Lesotho-September-2017,Lesotho,"September 12, 2017",Maseru,Capital City,Lesotho Agricultural College (LAC),College or University,Students protest mismanagement and poor school quality,https://www.thepost.co.ls/news/agric-students-in-protest/,,Protest,Students,School quality,School authority,,-29.295106,27.5058285
